id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
,,5600,5600,5600.0, 36 months,20.39,209.24,D,D4,Legal Assistant,< 1 year,MORTGAGE,41046.0,Verified,Apr-2018,Current,n,,,debt_consolidation,Debt consolidation,784xx,TX,31.23,0.0,Oct-2003,2.0,40.0,,8.0,0.0,6881,91.7,19.0,f,4368.64,4368.64,2079.71,2079.71,1231.36,848.35,0.0,0.0,0.0,Feb-2019,209.24,Mar-2019,Feb-2019,0.0,40.0,1,Individual,,,,0.0,0.0,115498.0,0.0,1.0,0.0,0.0,29.0,23446.0,83.0,2.0,3.0,3362.0,85.0,7500.0,3.0,4.0,2.0,3.0,14437.0,619.0,91.7,0.0,0.0,174.0,141.0,7.0,7.0,2.0,7.0,,0.0,,2.0,6.0,6.0,6.0,6.0,10.0,6.0,7.0,6.0,8.0,0.0,0.0,0.0,2.0,77.8,83.3,0.0,0.0,149128.0,30327.0,7500.0,28405.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5900,5900,5900.0, 36 months,24.37,232.63,E,E2,Administrative Assistant ,2 years,MORTGAGE,50912.0,Verified,Oct-2018,Current,n,,,debt_consolidation,Debt consolidation,206xx,MD,20.32,0.0,Dec-2008,1.0,28.0,,9.0,0.0,15935,61.3,18.0,f,5435.54,5435.54,922.53,922.53,464.46,458.07,0.0,0.0,0.0,Feb-2019,232.63,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,398679.0,1.0,4.0,1.0,2.0,3.0,46229.0,106.0,0.0,0.0,0.0,73.0,26000.0,0.0,6.0,1.0,3.0,44298.0,,,0.0,0.0,118.0,101.0,55.0,3.0,1.0,,,3.0,28.0,0.0,0.0,2.0,0.0,0.0,10.0,4.0,7.0,2.0,9.0,0.0,0.0,0.0,1.0,94.4,,0.0,0.0,417759.0,62164.0,0.0,45768.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,35000,35000,35000.0, 36 months,9.49,1120.99,B,B2,Registered nurse,6 years,MORTGAGE,80000.0,Verified,Nov-2014,Charged Off,n,,,debt_consolidation,Debt consolidation,114xx,NY,25.19,0.0,Mar-2004,0.0,,,16.0,0.0,23598,40.0,24.0,f,0.0,0.0,18921.61,18921.61,12260.19,3405.99,0.0,3255.43,585.9773999942,Feb-2016,1120.99,,Oct-2016,0.0,,1,Individual,,,,0.0,0.0,86833.0,,,,,,,,,,,,59000.0,,,,5.0,5427.0,18406.0,27.2,0.0,0.0,128.0,110.0,4.0,4.0,0.0,4.0,,11.0,,0.0,2.0,3.0,5.0,5.0,12.0,9.0,10.0,3.0,16.0,0.0,0.0,0.0,3.0,100.0,20.0,0.0,0.0,140094.0,86833.0,25300.0,81094.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,2400,2400,2400.0, 36 months,16.02,84.41,C,C5,Material Planner,3 years,OWN,130000.0,Source Verified,May-2017,Current,n,,,small_business,Business,286xx,NC,8.19,0.0,Dec-2003,2.0,41.0,,10.0,0.0,15497,72.1,21.0,w,1079.97,1079.97,1795.28,1795.28,1320.03,475.25,0.0,0.0,0.0,Feb-2019,84.41,Mar-2019,Feb-2019,0.0,41.0,1,Individual,,,,0.0,458.0,61250.0,5.0,1.0,0.0,0.0,117.0,45753.0,,5.0,6.0,3750.0,72.0,21500.0,0.0,1.0,2.0,6.0,6125.0,1134.0,88.1,0.0,0.0,158.0,161.0,3.0,3.0,0.0,4.0,44.0,3.0,44.0,1.0,4.0,8.0,4.0,4.0,8.0,9.0,13.0,8.0,10.0,0.0,0.0,0.0,5.0,90.5,75.0,0.0,0.0,54483.0,61250.0,9500.0,32983.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000.0, 36 months,12.62,335.12,C,C1,Commercial loans,3 years,MORTGAGE,54000.0,Source Verified,Jun-2017,Late (31-120 days),n,,,debt_consolidation,Debt consolidation,149xx,NY,26.04,1.0,Feb-2007,1.0,9.0,,13.0,0.0,8212,65.7,37.0,f,5668.83,5668.83,5746.35,5746.35,4331.17,1415.18,0.0,0.0,0.0,Dec-2018,335.12,Mar-2019,Feb-2019,0.0,52.0,1,Individual,,,,0.0,0.0,52580.0,1.0,4.0,1.0,6.0,11.0,44368.0,85.0,2.0,5.0,6429.0,82.0,12500.0,5.0,2.0,2.0,11.0,4382.0,1109.0,86.8,0.0,0.0,121.0,124.0,1.0,1.0,1.0,7.0,,1.0,52.0,1.0,4.0,5.0,4.0,4.0,24.0,9.0,12.0,5.0,13.0,0.0,0.0,0.0,3.0,91.7,50.0,0.0,0.0,64475.0,52580.0,8400.0,51975.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000.0, 36 months,12.99,404.27,C,C2,Material Handler,< 1 year,RENT,35000.0,Not Verified,Jan-2015,Charged Off,n,,,medical,Medical expenses,951xx,CA,22.48,0.0,Mar-2007,0.0,,,11.0,0.0,7666,27.6,15.0,f,0.0,0.0,2812.57,2812.57,1984.1,828.47,0.0,0.0,0.0,Aug-2015,404.27,,Feb-2017,0.0,,1,Individual,,,,0.0,0.0,26047.0,,,,,,,,,,,,27800.0,,,,6.0,2368.0,18850.0,28.3,0.0,0.0,74.0,94.0,10.0,5.0,0.0,10.0,,21.0,,0.0,3.0,4.0,6.0,7.0,6.0,7.0,9.0,4.0,11.0,0.0,0.0,0.0,4.0,100.0,16.7,0.0,0.0,50141.0,26047.0,26300.0,22341.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,2750,2750,2750.0, 36 months,9.93,88.65,B,B2,Operation,10+ years,RENT,36000.0,Not Verified,Dec-2017,Current,n,,,debt_consolidation,Debt consolidation,331xx,FL,19.67,0.0,Jul-2000,1.0,,,8.0,0.0,2760,11.9,11.0,w,1533.14,1533.14,1471.95,1471.95,1216.86,255.09,0.0,0.0,0.0,Feb-2019,88.65,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,500.0,26857.0,1.0,1.0,1.0,2.0,8.0,24097.0,89.0,4.0,6.0,843.0,53.0,23100.0,5.0,0.0,8.0,8.0,3357.0,6581.0,26.9,0.0,0.0,167.0,208.0,6.0,6.0,0.0,6.0,,6.0,,0.0,4.0,5.0,4.0,4.0,3.0,6.0,8.0,5.0,8.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0,50336.0,26857.0,9000.0,27236.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,21700,21700,21700.0, 60 months,11.53,477.57,B,B5,Senior Database Administrator,7 years,RENT,129757.0,Not Verified,Oct-2015,Fully Paid,n,,,debt_consolidation,Debt consolidation,346xx,FL,17.94,0.0,Jul-1995,0.0,63.0,,6.0,0.0,19552,89.7,20.0,w,0.0,0.0,24369.3242024355,24369.32,21700.0,2669.32,0.0,0.0,0.0,Dec-2016,18188.71,,Feb-2019,0.0,63.0,1,Individual,,,,0.0,0.0,47579.0,,,,,,,,,,,,21800.0,,,,2.0,9516.0,819.0,95.4,0.0,0.0,120.0,243.0,92.0,12.0,2.0,99.0,,10.0,,1.0,2.0,3.0,2.0,9.0,5.0,4.0,13.0,3.0,6.0,0.0,0.0,0.0,1.0,95.0,100.0,0.0,0.0,61942.0,47579.0,17700.0,40142.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000.0, 36 months,6.19,305.09,A,A2,Executive Chef,2 years,MORTGAGE,57000.0,Not Verified,Jun-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,011xx,MA,24.0,0.0,Oct-2006,0.0,,,17.0,0.0,10608,26.6,28.0,w,0.0,0.0,10218.176302562,10218.18,10000.0,218.18,0.0,0.0,0.0,Oct-2018,9306.35,,Oct-2018,0.0,,1,Joint App,110000.0,15.88,Not Verified,0.0,0.0,164955.0,0.0,6.0,1.0,2.0,9.0,18758.0,50.0,0.0,0.0,6754.0,38.0,39900.0,1.0,0.0,2.0,2.0,9703.0,26092.0,28.9,0.0,0.0,139.0,139.0,55.0,9.0,1.0,55.0,,9.0,,0.0,3.0,3.0,6.0,7.0,15.0,10.0,12.0,3.0,17.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,222576.0,29366.0,36700.0,37676.0,13989.0,Aug-2007,0.0,1.0,9.0,22.1,1.0,9.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,16000,16000,15750.0, 36 months,12.12,532.35,B,B3,Pepsi ,7 years,MORTGAGE,45000.0,Verified,Nov-2012,Fully Paid,n,,"  Borrower added on 11/09/12 > Paying off this mess of debt with lower interest rates and an easier way to pay all of our bills.<br><br>  Borrower added on 11/09/12 > We are able to pay our credit card payments easily at this point but we find we are stuck with high interest rates. We also have many cards, many different monthly payments. It would be nice to only make 1 payment per month with a lower interest rate.<br>",debt_consolidation,Debt Payoff Loan,645xx,MO,18.99,0.0,Aug-2004,0.0,,,8.0,0.0,12177,84.0,14.0,f,0.0,0.0,19164.446937796398,18865.0,16000.0,3164.45,0.0,0.0,0.0,Nov-2015,532.19,,Nov-2018,0.0,,1,Individual,,,,0.0,0.0,88247.0,,,,,,,,,,,,14500.0,,,,3.0,11031.0,0.0,100.9,0.0,0.0,64.0,100.0,13.0,9.0,1.0,13.0,,9.0,,0.0,2.0,6.0,2.0,2.0,4.0,6.0,9.0,6.0,8.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,101579.0,19497.0,3000.0,9398.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,36875,36875,36875.0, 60 months,16.02,897.13,C,C5,Audit Manager,10+ years,MORTGAGE,90000.0,Source Verified,Sep-2017,Current,n,,,debt_consolidation,Debt consolidation,130xx,NY,31.05,1.0,Mar-2005,0.0,19.0,,8.0,0.0,2061,50.3,12.0,w,29206.09,29206.09,15218.39,15218.39,7668.91,7549.48,0.0,0.0,0.0,Feb-2019,897.13,Mar-2019,Feb-2019,0.0,20.0,1,Joint App,140000.0,20.34,Source Verified,0.0,0.0,109462.0,0.0,5.0,0.0,3.0,13.0,107401.0,66.0,0.0,2.0,875.0,64.0,4100.0,3.0,2.0,0.0,5.0,13683.0,472.0,78.5,0.0,0.0,149.0,132.0,20.0,13.0,0.0,20.0,,13.0,,2.0,2.0,3.0,2.0,2.0,8.0,3.0,4.0,3.0,8.0,0.0,0.0,1.0,0.0,83.3,50.0,0.0,0.0,149767.0,109462.0,2200.0,145667.0,7165.0,Mar-2005,0.0,0.0,4.0,96.8,3.0,1.0,0.0,0.0,20.0,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,28000,28000,28000.0, 60 months,13.99,651.37,C,C3,captain,10+ years,RENT,260000.0,Source Verified,Apr-2017,Current,n,,,debt_consolidation,Debt consolidation,850xx,AZ,9.38,0.0,May-2000,2.0,,82.0,13.0,1.0,18682,79.2,28.0,w,19904.37,19904.37,14308.38,14308.38,8095.63,6212.75,0.0,0.0,0.0,Feb-2019,651.37,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,72707.0,2.0,3.0,1.0,3.0,7.0,54025.0,72.0,2.0,6.0,7179.0,77.0,23600.0,1.0,0.0,2.0,9.0,6610.0,3118.0,85.2,0.0,0.0,141.0,203.0,2.0,2.0,0.0,3.0,,2.0,,0.0,5.0,7.0,8.0,15.0,6.0,10.0,21.0,7.0,13.0,0.0,0.0,0.0,3.0,100.0,50.0,1.0,0.0,88890.0,72707.0,21000.0,65290.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,25000,25000,25000.0, 60 months,22.99,704.62,F,F1,Sales Engineer,10+ years,MORTGAGE,152900.0,Verified,Jan-2015,Fully Paid,n,,,debt_consolidation,Debt consolidation,799xx,TX,18.04,1.0,Apr-1991,2.0,17.0,,15.0,0.0,9584,48.9,52.0,f,0.0,0.0,26499.69,26499.69,25000.0,1499.69,0.0,0.0,0.0,Mar-2015,25154.31,,Oct-2018,0.0,62.0,1,Individual,,,,0.0,0.0,322539.0,,,,,,,,,,,,19600.0,,,,10.0,23039.0,5293.0,58.0,0.0,0.0,167.0,284.0,9.0,4.0,3.0,20.0,62.0,0.0,62.0,2.0,4.0,7.0,4.0,11.0,18.0,10.0,31.0,7.0,15.0,0.0,0.0,0.0,5.0,88.5,25.0,0.0,0.0,374136.0,95357.0,12600.0,113798.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000.0, 60 months,13.56,460.82,C,C1,Store Manager,6 years,RENT,65000.0,Verified,Aug-2018,Current,n,,,debt_consolidation,Debt consolidation,923xx,CA,29.95,1.0,Jan-2004,1.0,12.0,68.0,13.0,1.0,12911,46.0,20.0,w,18550.67,18550.67,2749.85,2749.85,1449.33,1300.52,0.0,0.0,0.0,Feb-2019,460.82,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,45116.0,1.0,3.0,1.0,2.0,5.0,27577.0,64.0,0.0,0.0,7478.0,46.0,28350.0,0.0,2.0,2.0,2.0,3470.0,5838.0,55.0,0.0,0.0,54.0,175.0,37.0,5.0,0.0,37.0,,0.0,12.0,0.0,4.0,8.0,7.0,7.0,6.0,8.0,12.0,5.0,13.0,,0.0,0.0,1.0,95.0,25.0,1.0,0.0,76616.0,45116.0,23350.0,43350.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
